OBJECTID_12,Join_Count,TARGET_FID,OBJECTID,PRI_NEIGH_,PRI_NEIGH,SEC_NEIGH_,SEC_NEIGH,f1,f2,f3,f4,f5,f6,objectid_1,pri_neigh_1,excel_id,ID,Case_Number,Date_,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year_,Updated_On,Latitude,Longitude,Location,Shape_Length,Shape_Area
137,8,137,182,175,Schorsch Village, , ,0.000000000000000,0.000000000000000,0.000000000000000,220000,Schorsch Village,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403284&regionType=8&service=chart,2,Schorsch Village,{8A667DEA-AB89-4754-BCEC-1CD454D7DF32},10084769,HY273773,05/24/2015 10:50:00 PM,032XX N HARLEM AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1632,16,36,17,3,1127555,1920649,2015,05/31/2015 12:50:58 PM,41.938580969000000,-87.806620758999998,"(41.938580969, -87.806620759)",16600.551792113925000,14994087.337394107000000
138,21,138,105,078,Heart of Chicago, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Heart of Chicago,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403330&regionType=8&service=chart,144,Heart of Chicago,{5DAC0D6B-33FE-4438-8DBC-E113CAC30D53},10166843,HY354972,07/24/2015 01:00:00 AM,019XX W 23RD ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1034,10,25,31,3,1164023,1888805,2015,07/31/2015 12:37:58 PM,41.850505521999999,-87.673491661000000,"(41.850505522, -87.673491661)",18415.709699968851000,19299515.502011284000000
139,69,139,107,081,Hermosa, , ,0.539590790000000,35.928318460000000,38295.173150240000000,0,Hermosa,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=273964&regionType=8&service=chart,141,Hermosa,{0C4074F2-1F5C-4518-AB91-693CDB70212F},10156614,HY345584,07/18/2015 08:35:00 AM,044XX W ARMITAGE AVE,330,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2533,25,31,20,3,1146368,1912879,2015,07/25/2015 12:39:13 PM,41.916921348999999,-87.737676010000001,"(41.916921349, -87.73767601)",21560.552609011618000,28334247.251927968000000
140,4,140,108,082,Hollywood Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Hollywood Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403268&regionType=8&service=chart,11,Hollywood Park,{84EF9D1F-C517-41EB-B6CD-88D96BCB5B14},10133719,HY322076,06/27/2015 02:30:00 PM,056XX N KIMBALL AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,1711,17,39,13,3,1152665,1937071,2015,07/04/2015 12:37:19 PM,41.983183588000003,-87.713898341000004,"(41.983183588, -87.713898341)",16643.936564369633000,14884569.163283318000000
141,0,141,158,229,Old Edgebrook, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Old Edgebrook,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403274&regionType=8&service=chart,196,Old Edgebrook,{001233F4-42CA-49C0-B883-76DBAA9A4009},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,5621.545541470738500,1077858.597487190700000
142,2,142,159,140,Old Norwood Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Old Norwood Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403277&regionType=8&service=chart,43,Old Norwood Park,{0E1CED2B-3214-49E5-84F6-D50AD24E4921},9890541,HX540700,12/13/2014 01:05:00 PM,069XX W TALCOTT AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1612,16,41,10,3,1129117,1936872,2014,12/20/2014 12:40:24 PM,41.983072159000002,-87.800509171000002,"(41.983072159, -87.800509171)",20527.885456293905000,17648835.842621014000000
143,19,143,160,141,Old Town, , ,0.000000000000000,0.000000000000000,0.000000000000000,361100,Old Town,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403301&regionType=8&service=chart,211,Old Town,{763E280A-91DA-4939-8F03-20D1C065FA43},10138406,HY327133,07/04/2015 12:30:00 AM,015XX N WELLS ST,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1821,18,27,8,3,1174387,1910422,2015,07/11/2015 12:39:38 PM,41.909599075000003,-87.634808379999996,"(41.909599075, -87.63480838)",11720.317515883455000,8539062.977322544900000
144,2,144,162,149,Peterson Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Peterson Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403256&regionType=8&service=chart,94,Peterson Park,{2FC92A33-6ED5-47D3-BE5A-DB20CC4B5522},9895737,HX545935,12/17/2014 03:49:00 PM,059XX N VIRGINIA AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,PARK PROPERTY,true,false,2011,20,40,2,3,1154502,1939301,2014,01/23/2015 12:45:52 PM,41.989266166999997,-87.707082223000000,"(41.989266167, -87.707082223)",9897.133663887310800,4504376.070508883300000
145,11,145,163,151,Pilsen, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Pilsen,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=33420&regionType=8&service=chart,191,Pilsen,{4E0E4675-97DA-4FAA-97D9-B439F5D18389},10181362,HY369348,08/04/2015 03:00:00 PM,016XX S THROOP ST,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,STREET,false,false,1233,12,25,31,3,1167929,1892037,2015,08/11/2015 01:05:14 PM,41.859291157999998,-87.659062816000002,"(41.859291158, -87.659062816)",16191.865942438404000,14816496.453580428000000
146,39,146,164,152,Portage Park, , ,0.409268950000000,34.978883660000001,46523.889944240000000,282500,Portage Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=275083&regionType=8&service=chart,114,Portage Park,{906AF8D1-E7A5-408B-87C8-E42C804EEB11},10166410,HY354588,07/25/2015 12:50:00 AM,056XX W BELLE PLAINE AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,1624,16,38,15,3,1138244,1926743,2015,08/01/2015 12:40:27 PM,41.955116574000002,-87.767187559999996,"(41.955116574, -87.76718756)",34658.437687426151000,71011155.682788596000000
147,3,147,166,154,Prairie Shores, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Prairie Shores,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=140000&regionType=8&service=chart,67,Prairie Shores,{7748BDD4-B071-4FB1-A9F3-C27EEEE0F975},10093063,HY281748,05/30/2015 11:30:00 PM,029XX S DR MARTIN LUTHER KING JR DR,320,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,133,1,4,35,3,1179426,1885790,2015,06/06/2015 12:39:45 PM,41.841893466999998,-87.617052631999996,"(41.841893467, -87.617052632)",9628.096049168378200,4337107.392720380800000
148,6,148,203,104,Lathrop Homes, , ,0.000000000000000,0.000000000000000,0.000000000000000,395000,Lathrop Homes,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403296&regionType=8&service=chart,44,Lathrop Homes,{03602F6B-F0A1-46DE-9973-F3697137A1B1},10176447,HY364145,08/01/2015 01:50:00 AM,016XX W FULLERTON AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1931,19,32,7,3,1165139,1916054,2015,08/08/2015 12:41:58 PM,41.925255278999998,-87.668621041999998,"(41.925255279, -87.668621042)",14332.467813255042000,8402004.364547958600000
149,1,149,176,165,Riverdale, , ,0.867154810000000,38.997308930000003,13469.000000000000000,0,Riverdale,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=275192&regionType=8&service=chart,188,Riverdale,{F4A4A550-839A-4DFA-9573-23D257905B1F},10036263,HY225370,04/17/2015 11:30:00 AM,137XX S INDIANA AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CAR WASH,false,false,533,5,9,54,3,1180013,1814373,2015,04/24/2015 12:45:36 PM,41.645903509000000,-87.617079961000002,"(41.645903509, -87.617079961)",6790.711030470936700,2788044.233981063100000
150,0,150,180,173,Sauganash Woods, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Sauganash Woods,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403272&regionType=8&service=chart,194,Sauganash Woods,{699839ED-193B-47F5-A1D7-FC1B7C223674},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,4098.209048012682600,902342.071082752310000
151,0,151,185,179,Sleepy Hollow, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Sleepy Hollow,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403335&regionType=8&service=chart,98,Sleepy Hollow,{40EC4B8C-B914-4A3A-B4AE-FBAA3EA3D223},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,10232.761574125176000,4977713.121931013700000
152,11,152,113,092,The Island, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,The Island,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403326&regionType=8&service=chart,154,The Island,{C6FE9699-6AC2-46EC-846D-E114388D4B90},10106181,HY294776,06/09/2015 11:23:00 PM,011XX S MAYFIELD AVE,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,1513,15,29,25,3,1137272,1894273,2015,06/16/2015 12:43:36 PM,41.866032599999997,-87.771542691999997,"(41.8660326, -87.771542692)",9459.631650490639000,5321514.537548563400000
153,9,153,119,182,South Commons, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,South Commons,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403345&regionType=8&service=chart,91,South Commons,{CCD54221-F9A8-435A-BE0F-D84936F65680},10177260,HY365274,08/01/2015 09:45:00 PM,029XX S MICHIGAN AVE,340,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,133,1,2,35,3,1177765,1885790,2015,08/08/2015 12:41:58 PM,41.841931318000000,-87.623147919000004,"(41.841931318, -87.623147919)",8595.562010679026600,4375382.147103307800000
154,5,154,120,040,Dearborn Homes, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10052056,HY239967,04/29/2015 02:45:00 AM,029XX S DEARBORN ST,320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,false,true,133,1,3,35,3,1176402,1885738,2015,05/06/2015 12:41:18 PM,41.841819444000002,-87.628151226000000,"(41.841819444, -87.628151226)",6728.779317902835800,2537989.886231213300000
155,0,155,129,198,The Villa, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,The Villa,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403289&regionType=8&service=chart,168,The Villa,{43597B12-6665-47E3-87DD-01E49B72FCC5},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,7609.184220415361800,2606800.312460358300000
156,18,156,138,212,West Loop Gate, , ,0.000000000000000,0.000000000000000,0.000000000000000,333400,West Loop Gate,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403322&regionType=8&service=chart,16,West Loop Gate,{F749E509-C1DE-473D-84B0-488A7C0A800B},10162191,HY350787,07/22/2015 07:00:00 AM,002XX S CANAL ST,320,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,121,1,2,28,3,1173137,1899230,2015,07/29/2015 12:52:29 PM,41.878915425999999,-87.639732670000001,"(41.878915426, -87.63973267)",12015.118519208872000,7882291.225550500700000
157,11,157,152,100,Lake Meadows, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Lake Meadows,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403144&regionType=8&service=chart,58,Lake Meadows,{BA805520-8703-4248-95B7-99C2EE7E28C2},10115297,HY304148,06/16/2015 04:15:00 PM,031XX S RHODES AVE,320,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,false,false,211,2,4,35,3,1180366,1884520,2015,06/23/2015 12:51:44 PM,41.838386937000003,-87.613642217999995,"(41.838386937, -87.613642218)",9676.892154517114200,4767656.946647348800000
158,2,158,155,055,Edgewater Glen,053,Edgewater,0.000000000000000,0.000000000000000,0.000000000000000,0,Edgewater Glen,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403258&regionType=8&service=chart,69,Edgewater Glen,{E30D3C30-C1F9-4268-9BC1-267C5E62D590},10067426,HY256343,05/08/2015 06:30:00 PM,014XX W ELMDALE AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2433,24,48,77,3,1165473,1939997,2015,05/21/2015 01:30:34 PM,41.990948777000000,-87.666709377000004,"(41.990948777, -87.666709377)",7947.845415401272500,3512207.506991717000000
159,3,159,83,103,Lakewood - Balmoral,053,Edgewater,0.000000000000000,0.000000000000000,0.000000000000000,0,Lakewood - Balmoral,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403260&regionType=8&service=chart,79,Lakewood - Balmoral,{5ED1EEC1-AFF3-4ED0-BF8A-2448A8C920C3},10133220,HY321935,06/30/2015 12:20:00 PM,012XX W BERWYN AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,2013,20,48,77,3,1167043,1935377,2015,07/07/2015 12:43:56 PM,41.978237694000001,-87.661067939000006,"(41.978237694, -87.661067939)",7325.846190991239400,2668396.553543073100000
160,1,160,118,076,Groveland Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Groveland Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403348&regionType=8&service=chart,182,Groveland Park,{9D658ED6-85F5-4A1E-9A66-7B01861D0BAA},10171908,HY359883,07/28/2015 11:15:00 PM,006XX E GROVELAND PARK,0,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,211,2,4,35,3,1181408,1882696,2015,08/04/2015 12:39:18 PM,41.833357735000000,-87.609875033999998,"(41.833357735, -87.609875034)",4372.452934267102100,1064843.396881839000000
161,1,161,122,185,South Edgebrook, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},9814175,HX463201,10/11/2014 02:55:00 AM,057XX N CICERO AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1621,16,45,12,3,1143274,1937466,2014,10/18/2014 12:37:02 PM,41.984448667000002,-87.748426985999998,"(41.984448667, -87.748426986)",11322.180691999403000,4770102.617915023100000
162,16,162,123,190,Stony Island Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,137500,Stony Island Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403128&regionType=8&service=chart,63,Stony Island Park,{9728D43C-D44E-4DF8-A6DF-1A37AC42840B},10166011,HY354043,07/24/2015 05:30:00 PM,086XX S EUCLID AVE,320,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,412,4,8,45,3,1190650,1847850,2015,07/31/2015 12:37:58 PM,41.737519229999997,-87.577089459000007,"(41.73751923, -87.577089459)",15933.507627965202000,10955142.335488940000000
163,5,163,124,191,Streeterville, , ,0.000000000000000,0.000000000000000,0.000000000000000,427300,Streeterville,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403299&regionType=8&service=chart,35,Streeterville,{56FF3962-52BD-4930-9C9A-4E479949D422},10167442,HY355979,07/26/2015 03:35:00 AM,004XX N MC CLURG CT,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1834,18,42,8,3,1179082,1903270,2015,08/02/2015 12:38:55 PM,41.889867473000002,-87.617780319000005,"(41.889867473, -87.617780319)",7815.881670307833700,3160949.048410197700000
164,9,164,125,194,Ukrainian Village, , ,0.000000000000000,0.000000000000000,0.000000000000000,421900,Ukrainian Village,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403312&regionType=8&service=chart,15,Ukrainian Village,{DCE5C468-7867-4CF5-B11E-880319172F67},10168954,HY357060,07/26/2015 11:08:00 PM,023XX W THOMAS ST,330,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1212,12,1,24,3,1160366,1907294,2015,08/02/2015 12:38:55 PM,41.901317376999998,-87.686402068000007,"(41.901317377, -87.686402068)",10630.605721228187000,7064911.172653932100000
165,3,165,126,195,Union Ridge, , ,0.000000000000000,0.000000000000000,0.000000000000000,250000,Union Ridge,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403278&regionType=8&service=chart,26,Union Ridge,{072A0115-D39E-4F26-92D5-AAE68582FAC7},10166225,HY354203,07/24/2015 07:15:00 PM,071XX W HIGGINS AVE,325,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,1613,16,41,10,3,1127534,1936059,2015,07/31/2015 12:37:58 PM,41.980868080000000,-87.806349639000004,"(41.98086808, -87.806349639)",15521.536291127177000,13250066.984972423000000
166,28,166,127,196,University Village / Little Italy, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10179817,HY368152,08/03/2015 10:05:00 PM,013XX S BLUE ISLAND AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1232,12,2,28,3,1168924,1893929,2015,08/10/2015 12:52:15 PM,41.864461460000001,-87.655355654999994,"(41.86446146, -87.655355655)",23075.335476724158000,33401337.143803429000000
167,81,167,128,197,Uptown, , ,0.663308590000000,35.752725380000001,36799.463063650001000,235000,Uptown,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269609&regionType=8&service=chart,136,Uptown,{4DB14F64-F49D-43D1-B159-743691E4E59D},10180924,HY368684,08/04/2015 12:40:00 PM,010XX W FOSTER AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2024,20,48,3,3,1168143,1934663,2015,08/11/2015 01:05:14 PM,41.976254697999998,-87.657043424999998,"(41.976254698, -87.657043425)",21429.876105965948000,17496324.408768162000000
168,6,168,130,199,Vittum Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Vittum Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403333&regionType=8&service=chart,49,Vittum Park,{74F527CC-D1EE-46CE-AB98-15D0D3CA7F3E},9938217,HY126806,01/24/2015 09:45:00 AM,050XX S CICERO AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,814,8,23,56,3,1145174,1870704,2015,01/31/2015 12:47:54 PM,41.801210349000002,-87.743127964999999,"(41.801210349, -87.743127965)",12380.923771355916000,9333318.987221369500000
169,29,169,131,200,Washington Heights, , ,0.264005680000000,41.081055040000003,43519.906379790002000,160000,Washington Heights,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269610&regionType=8&service=chart,21,Washington Heights,{08116D98-CE37-4D79-89C5-1D72A209D08E},10178338,HY366649,08/02/2015 10:57:00 PM,103XX S HALSTED ST,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,2232,22,34,73,3,1172758,1836480,2015,08/09/2015 12:45:24 PM,41.706731075999997,-87.642974499999994,"(41.706731076, -87.6429745)",18401.233859488457000,19256842.869141843000000
170,2,170,132,203,West Beverly, , ,0.000000000000000,0.000000000000000,0.000000000000000,271200,West Beverly,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403374&regionType=8&service=chart,37,West Beverly,{C465225A-3C69-47EA-8C33-61F0BBF65336},10170060,HY358410,07/27/2015 10:18:00 PM,024XX W 103RD ST,320,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,2211,22,19,72,3,1161957,1836227,2015,08/03/2015 12:43:37 PM,41.706267609999998,-87.682534669000006,"(41.70626761, -87.682534669)",18717.888022380313000,14755482.013829490000000
171,46,171,133,204,West Chatham, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,West Chatham,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403357&regionType=8&service=chart,25,West Chatham,{505C7D6A-ECF0-459F-B954-A08ADDAA447B},10177751,HY365883,08/02/2015 11:00:00 AM,001XX W 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,623,6,17,44,3,1176557,1852559,2015,08/09/2015 12:45:24 PM,41.750769533000003,-87.628580622000001,"(41.750769533, -87.628580622)",25097.106976863746000,26679258.707831331000000
172,31,172,134,207,West Elsdon, , ,0.196358360000000,33.330468430000003,46268.541202649998000,151000,West Elsdon,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269611&regionType=8&service=chart,145,West Elsdon,{E50FD5D5-7B63-4F4D-BA56-71EC7A392729},10160982,HY349911,07/21/2015 03:00:00 PM,057XX S KOSTNER AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,"SCHOOL, PRIVATE, GROUNDS",false,false,813,8,13,62,3,1147967,1866381,2015,07/28/2015 12:43:41 PM,41.789294280999997,-87.732995603999996,"(41.789294281, -87.732995604)",23695.224667318817000,32391453.263267145000000
173,236,173,136,209,West Garfield Park, , ,0.667188570000000,37.210899660000003,24171.285045569999000,0,West Garfield Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269613&regionType=8&service=chart,161,West Garfield Park,{50A07ABA-7919-490E-B08C-13AF6DA72579},10180586,HY368438,08/04/2015 01:30:00 AM,042XX W VAN BUREN ST,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1132,11,24,26,3,1148336,1897729,2015,08/11/2015 01:05:14 PM,41.875310407000001,-87.730836401999994,"(41.875310407, -87.730836402)",27203.688174310264000,43458692.280493341000000
174,80,174,140,215,West Rogers Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,117600,West Rogers Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403169&regionType=8&service=chart,104,West Rogers Park,{D1C5B743-6DAE-4269-9011-180E52ED3795},10175923,HY363275,07/31/2015 01:08:00 PM,074XX N WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,true,false,2411,24,50,2,3,1158975,1949342,2015,08/10/2015 12:49:37 PM,42.016728078000000,-87.690352473000004,"(42.016728078, -87.690352473)",43505.542865782816000,88638552.668508470000000
175,20,175,183,176,Scottsdale, , ,0.000000000000000,0.000000000000000,0.000000000000000,162000,Scottsdale,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403367&regionType=8&service=chart,171,Scottsdale,{9ED27BF7-B864-4941-AF06-F7EA57760FEA},10106016,HY294649,06/09/2015 08:00:00 PM,043XX W 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,834,8,13,70,3,1148592,1851889,2015,06/16/2015 12:43:36 PM,41.749513815999997,-87.731075985999993,"(41.749513816, -87.731075986)",24351.446999728560000,35877934.500095554000000
176,511,176,186,180,South Austin, , ,0.000000000000000,0.000000000000000,0.000000000000000,200000,South Austin,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403120&regionType=8&service=chart,106,South Austin,{E138E0C4-FC4E-4BD4-907F-E9912AAC36AF},10181228,HY369320,08/04/2015 06:30:00 PM,005XX N PINE AVE,325,ROBBERY,ARMED: HANDGUN,APARTMENT,false,true,1523,15,37,25,3,1139397,1903091,2015,08/11/2015 01:05:14 PM,41.890191921000003,-87.763526619000004,"(41.890191921, -87.763526619)",38493.598114656648000,90026884.185438156000000
177,188,177,187,022,Bronzeville, , ,0.000000000000000,0.000000000000000,0.000000000000000,219000,Bronzeville,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403145&regionType=8&service=chart,126,Bronzeville,{BFBE4D3E-AB08-4B1E-B001-34C93A2F0D87},10186963,HY370050,08/04/2015 10:00:00 PM,036XX S MICHIGAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,213,2,3,35,3,1177743,1881268,2015,08/11/2015 01:05:14 PM,41.829523105000000,-87.623365808000003,"(41.829523105, -87.623365808)",50377.434372828277000,64011197.897948302000000
178,19,178,188,007,Avalon Park, , ,0.231079200000000,39.854739729999999,44439.414407670003000,0,Avalon Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269572&regionType=8&service=chart,54,Avalon Park,{42EEEEEB-9279-49DD-AED0-8EF13059EA57},10164524,HY352841,07/23/2015 07:00:00 PM,079XX S AVALON AVE,320,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,411,4,8,45,3,1185879,1852800,2015,07/30/2015 12:40:59 PM,41.751216251000002,-87.594413123999999,"(41.751216251, -87.594413124)",11972.658266874590000,8818004.511631552100000
179,4,179,189,143,Oriole Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,370000,Oriole Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403168&regionType=8&service=chart,32,Oriole Park,{71D61E68-0BDC-484C-87B0-046FFDEF2543},9910681,HX560651,12/31/2014 10:33:00 AM,055XX N HARLEM AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,true,false,1612,16,41,10,3,1127330,1936554,2014,05/12/2015 12:40:31 PM,41.982229851000000,-87.807088714000002,"(41.982229851, -87.807088714)",18590.104692509780000,15582176.487017805000000
180,0,180,191,226,Trumbull Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Trumbull Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403384&regionType=8&service=chart,203,Trumbull Park,{78D7CF7D-F61C-47D2-B74A-7F1F99FBEE9B},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,5642.173809207613900,988663.354907595320000
181,3,181,192,158,Pullman, , ,0.480402540000000,42.198342390000001,33789.712811179998000,0,Pullman,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=140024&regionType=8&service=chart,87,Pullman,{232DF8A9-01DE-434E-B874-1E17F884673A},10097523,HY285810,06/03/2015 07:30:00 AM,005XX E 111TH ST,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,531,5,9,50,3,1182143,1831434,2015,06/10/2015 12:40:50 PM,41.692672580999997,-87.608762553999995,"(41.692672581, -87.608762554)",12686.515989067162000,8399780.004473878100000
182,69,182,109,083,Homan Square,105,Lawndale,0.000000000000000,0.000000000000000,0.000000000000000,0,Homan Square,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403327&regionType=8&service=chart,30,Homan Square,{60D50287-1C84-450B-8B71-33B99D48E2A2},10179593,HY367933,08/03/2015 08:00:00 PM,037XX W LEXINGTON ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1133,11,24,27,3,1151664,1896487,2015,08/10/2015 12:52:15 PM,41.871837466000002,-87.718649858999996,"(41.871837466, -87.718649859)",13299.250557061338000,10697652.479026031000000
